,X1,X2,y
6660,2.7,16.76,0
6661,-3.66,2.32,0
6662,4.19,-7.37,1
6663,9.14,5.24,1
6664,-3.17,2.29,0
6665,-11.29,-5.39,1
6666,-6.92,2.03,1
6667,-4.22,3.23,0
6668,-2.89,2.72,0
6669,1.05,-3.27,0
6670,-4.89,0.29,0
6671,4.18,-2.76,0
6672,0.53,-4.02,0
6673,4.02,-3.46,0
6674,3.69,-8.49,1
6675,-2.94,1.85,0
6676,3.37,11.07,1
6677,-2.49,2.08,0
6678,-4.6,0.2,1
6679,-2.98,2.42,0
6680,4.39,-4.7,1
6681,-5.71,5.42,1
6682,-5.21,2.51,0
6683,-0.71,-0.93,1
6684,-0.55,5.14,1
6685,-13.64,-3.41,1
6686,-15.26,-3.4,1
6687,0.85,9.59,0
6688,-4.55,6.78,1
6689,-14.94,-8.91,0
6690,-4.76,1.26,0
6691,-16.01,16.05,1
6692,-13.7,-2.34,1
6693,-12.03,2.73,0
6694,-4.06,2.29,0
6695,-3.06,1.51,0
6696,-6.46,-8.51,1
6697,7.16,8.75,1
6698,6.69,0.95,0
6699,15.29,5.09,1
6700,5.39,2.2,0
6701,-7.28,-3.48,0
6702,-2.75,1.67,0
6703,13.68,-9.78,1
6704,-7.72,-15.28,0
6705,-4.05,0.35,0
6706,1.45,-0.01,1
6707,-13.29,7.17,1
6708,-5.64,4.46,1
6709,4.43,12.39,1
6710,-0.15,-4.56,0
6711,-3.3,2.43,0
6712,-3.96,-7.99,1
6713,-19.34,7.3,0
6714,-8.69,-2.22,0
6715,-3.15,2.26,0
6716,2.2,17.08,0
6717,-3.61,1.7,0
6718,-3.12,0.74,0
6719,4.14,-7.72,1
6720,-6.49,2.9,1
6721,0.57,9.3,0
6722,-4.27,2.0,0
6723,-7.93,16.47,0
6724,0.78,12.67,1
6725,6.31,8.03,1
6726,-3.31,2.25,0
6727,-6.72,2.03,1
6728,-5.32,6.92,1
6729,-3.24,-5.26,0
6730,-6.2,0.48,1
6731,5.97,0.47,0
6732,11.27,3.04,0
6733,-0.99,7.29,1
6734,8.76,-1.26,1
6735,0.65,-10.57,1
6736,11.94,1.22,0
6737,-2.44,1.9,0
6738,12.19,-9.74,1
6739,-3.18,2.2,0
6740,5.17,6.68,0
6741,5.69,3.87,0
6742,12.6,-9.04,1
6743,0.73,13.13,1
6744,-3.11,2.11,0
6745,0.26,9.82,0
6746,-5.25,9.89,0
6747,0.74,18.06,0
6748,-1.73,3.02,0
6749,-8.84,19.55,1
6750,-2.63,-2.03,1
6751,-4.98,9.79,0
6752,-0.55,-4.04,0
6753,-12.02,3.35,0
6754,-4.99,-1.08,1
6755,-6.87,-9.23,1
6756,-4.72,0.18,1
6757,-15.95,17.28,1
6758,-7.39,-1.4,1
6759,5.11,-5.79,1
6760,-6.35,-4.16,0
6761,-12.07,11.8,1
6762,3.17,-8.09,1
6763,0.13,3.69,1
6764,-1.0,5.38,1
6765,5.01,16.02,0
6766,-1.85,-3.38,1
6767,-6.82,1.74,1
6768,-4.02,1.3,0
6769,0.91,-0.44,1
6770,-3.31,0.91,0
6771,-16.73,3.77,1
6772,-6.46,-10.9,1
6773,-13.88,8.4,1
6774,-8.86,-6.32,1
6775,4.23,0.54,0
6776,1.25,5.05,1
6777,9.29,-2.78,1
6778,-7.49,-0.04,0
6779,-6.96,2.68,1
6780,-12.72,3.14,1
6781,-10.32,13.47,1
6782,0.39,-9.35,1
6783,-10.77,-15.71,1
6784,-14.29,-8.72,0
6785,-2.32,-1.18,1
6786,-5.24,4.31,1
6787,-2.1,2.01,0
6788,-11.14,11.01,1
6789,4.61,1.48,0
6790,12.13,2.88,0
6791,10.18,11.62,0
6792,-1.39,6.13,1
6793,1.02,11.06,0
6794,6.19,-11.17,0
6795,8.82,-14.75,1
6796,-3.65,1.52,0
6797,-2.93,2.85,0
6798,4.98,4.3,0
6799,-9.73,12.84,1
6800,-3.1,2.56,0
6801,-0.2,6.26,1
6802,-3.22,1.37,0
6803,-6.6,-2.1,1
6804,-16.54,11.59,0
6805,-4.26,6.27,1
6806,1.76,-0.64,1
6807,-18.67,4.69,0
6808,-4.21,5.83,1
6809,-3.32,2.23,0
6810,-3.07,2.08,0
6811,-9.51,4.83,0
6812,5.45,10.8,1
6813,-3.08,2.05,0
6814,-12.15,7.98,1
6815,-8.57,2.01,1
6816,-2.71,2.02,0
6817,-2.27,1.24,0
6818,-3.34,2.08,0
6819,7.38,-7.57,1
6820,-13.26,-1.74,1
6821,-4.8,3.99,0
6822,-6.72,-3.03,0
6823,0.18,0.05,1
6824,3.81,8.25,0
6825,-2.32,-4.72,0
6826,-12.68,-7.11,1
6827,-19.53,-3.44,0
6828,-2.41,6.09,1
6829,-12.22,-6.6,1
6830,-2.79,2.57,0
6831,-2.55,3.95,0
6832,-7.67,12.36,1
6833,-13.68,-13.87,1
6834,15.96,4.28,1
6835,-3.39,2.15,0
6836,11.61,-5.04,0
6837,-2.69,2.93,0
6838,-10.14,16.58,0
6839,-6.34,2.74,1
6840,-3.3,4.71,0
6841,-2.37,0.7,0
6842,0.35,3.73,1
6843,9.6,-14.77,1
6844,-4.66,2.51,0
6845,-2.97,1.78,0
6846,-2.81,1.24,0
6847,1.19,0.34,1
6848,5.74,-6.12,1
6849,-4.02,5.91,1
6850,-7.42,13.44,1
6851,-5.72,-0.44,1
6852,-1.76,0.36,1
6853,-1.09,-13.72,0
6854,10.61,12.01,0
6855,8.38,-5.48,0
6856,-4.01,1.53,0
6857,-3.56,1.65,0
6858,-3.24,2.21,0
6859,-9.6,8.52,0
6860,6.6,-13.52,1
6861,5.71,-11.57,0
6862,4.72,8.38,1
6863,4.41,2.39,0
6864,-3.1,2.06,0
6865,-3.9,2.88,0
6866,-1.9,3.06,0
6867,-3.22,1.54,0
6868,-3.65,2.44,0
6869,-2.28,0.03,0
6870,0.02,-6.17,0
6871,-6.22,1.81,1
6872,-6.65,0.14,1
6873,-2.55,4.14,0
6874,3.93,1.21,0
6875,-3.73,2.57,0
6876,4.46,11.24,1
6877,-3.5,1.94,0
6878,-0.02,5.96,1
6879,-18.95,4.57,0
6880,0.79,-0.54,1
6881,-7.21,8.89,0
6882,-1.53,0.59,0
6883,2.72,1.82,1
6884,-23.41,1.33,1
6885,-2.74,2.58,0
6886,1.78,-11.37,0
6887,-20.08,-0.21,0
6888,4.23,3.35,0
6889,12.08,2.16,0
6890,-2.97,2.49,0
6891,-3.9,2.04,0
6892,3.35,-2.17,0
6893,-11.77,5.61,0
6894,-9.81,1.34,0
6895,-0.67,-6.39,0
6896,-7.28,0.86,1
6897,-2.6,2.82,0
6898,-2.62,1.69,0
6899,-6.97,2.6,1
6900,0.84,-3.87,0
6901,-18.26,-3.13,0
6902,-3.63,-5.64,0
6903,-20.43,12.84,1
6904,-3.47,3.25,0
6905,-4.15,1.51,0
6906,-1.72,5.56,1
6907,1.69,4.07,1
6908,-4.12,0.97,0
6909,12.34,-3.62,0
6910,-0.71,7.74,1
6911,10.56,14.68,1
6912,-9.89,-3.77,0
6913,-4.65,2.78,1
6914,-3.92,1.62,0
6915,-0.8,4.09,1
6916,-3.68,1.88,0
6917,-1.02,-4.99,0
6918,-15.68,0.92,1
6919,-0.76,3.93,1
6920,-1.52,-8.1,1
6921,9.22,5.01,1
6922,-7.64,4.25,1
6923,1.38,2.74,1
6924,-2.9,2.08,0
6925,-3.26,2.32,0
6926,3.66,13.28,1
6927,0.4,1.99,1
6928,-6.39,4.02,1
6929,-3.73,2.86,0
6930,-2.06,5.5,1
6931,-2.12,1.17,0
6932,0.5,3.99,1
6933,-7.26,-5.65,1
6934,-8.39,12.15,1
6935,2.2,-2.99,0
6936,-3.79,1.25,0
6937,-2.68,1.86,0
6938,-3.59,2.44,0
6939,7.47,12.92,0
6940,0.96,9.97,0
6941,-10.04,2.18,0
6942,0.55,4.97,1
6943,-8.4,0.93,1
6944,2.68,21.55,1
6945,7.26,18.98,1
6946,-3.49,3.14,0
6947,-7.55,5.28,1
6948,-4.83,6.12,1
6949,-2.62,11.7,0
6950,-9.24,7.54,0
6951,10.65,8.94,0
6952,-4.08,1.26,0
6953,6.47,8.38,1
6954,-2.66,2.2,0
6955,-3.45,2.6,0
6956,-6.29,13.47,1
6957,0.34,8.42,0
6958,5.93,-14.61,1
6959,-1.04,3.87,1
6960,9.96,16.27,1
6961,-1.46,4.96,1
6962,-5.89,3.03,1
6963,-7.98,10.19,0
6964,4.16,-1.75,0
6965,-0.56,4.89,1
6966,-13.6,-0.01,1
6967,-11.04,12.64,1
6968,1.25,1.76,1
6969,-1.83,5.07,1
6970,-0.47,6.69,1
6971,-20.47,-6.77,1
6972,-11.83,4.5,0
6973,-2.55,1.98,0
6974,-7.32,-4.17,0
6975,-3.22,2.19,0
6976,-10.4,2.76,0
6977,-5.99,-1.09,1
6978,0.06,0.26,1
6979,-1.93,2.56,0
6980,-2.12,0.54,0
6981,-4.18,1.91,0
6982,6.67,6.52,1
6983,-6.1,5.09,1
6984,7.19,9.39,1
6985,4.07,5.78,0
6986,-2.41,4.81,1
6987,-3.31,1.93,0
6988,10.04,10.13,0
6989,11.69,-11.46,1
6990,-12.57,-11.24,0
6991,-4.26,2.66,0
6992,6.76,-4.13,1
6993,-0.04,2.48,1
6994,-9.26,17.58,0
6995,-2.77,3.5,0
6996,-4.02,2.74,0
6997,-7.92,-8.75,1
6998,-5.24,-4.64,0
6999,-0.87,0.57,1
7000,-13.15,14.93,0
7001,-2.47,2.15,0
7002,-2.9,2.86,0
7003,-3.82,2.28,0
7004,-2.73,4.2,1
7005,-3.97,8.54,0
7006,-22.18,4.22,1
7007,-2.88,1.97,0
7008,-0.24,-0.43,1
7009,-2.94,22.82,1
7010,-15.18,-11.74,0
7011,-3.23,6.47,1
7012,-4.19,1.32,0
7013,-6.39,3.5,1
7014,-9.86,11.24,1
7015,-3.34,13.35,1
7016,-11.24,-1.18,0
7017,-3.09,2.64,0
7018,-4.0,3.3,0
7019,-2.02,2.07,0
7020,-3.49,2.47,0
7021,5.28,-10.59,0
7022,-3.22,2.35,0
7023,-2.69,1.77,0
7024,-3.8,0.0,1
7025,-7.14,-5.77,0
7026,-12.42,4.43,0
7027,-1.08,1.58,0
7028,4.61,3.26,0
7029,0.0,8.06,0
7030,-3.16,15.24,1
7031,-6.51,1.47,1
7032,9.52,17.1,1
7033,-2.31,2.44,0
7034,-16.39,-0.36,0
7035,-7.86,-10.0,1
7036,-4.99,9.11,0
7037,-12.19,2.53,0
7038,-4.98,3.39,1
7039,-2.14,-14.0,0
7040,1.25,1.48,1
7041,15.91,3.6,1
7042,-14.99,7.28,1
7043,0.49,2.7,1
7044,-3.61,1.74,0
7045,5.22,14.05,0
7046,-0.87,-1.63,1
7047,2.87,6.62,0
7048,-3.89,2.23,0
7049,7.21,6.1,1
7050,0.58,0.02,1
7051,-3.24,2.13,0
7052,0.07,-1.13,1
7053,-16.22,0.33,1
7054,-3.4,2.14,0
7055,4.8,8.01,1
7056,3.81,2.88,0
7057,-18.36,-9.92,1
7058,-2.47,17.45,0
7059,-8.21,7.73,0
7060,-3.72,3.35,1
7061,-1.54,18.9,0
7062,-4.36,11.4,0
7063,-3.4,1.53,0
7064,-4.18,-13.18,0
7065,-6.65,4.0,1
7066,3.2,0.76,0
7067,-0.94,-0.88,1
7068,-1.28,5.39,1
7069,2.6,-1.31,0
7070,-6.71,-0.79,1
7071,14.01,9.83,1
7072,-3.57,1.43,0
7073,-3.66,-3.42,1
7074,-24.06,1.8,1
7075,-5.07,0.58,1
7076,4.66,6.07,0
7077,-7.88,-0.17,1
7078,5.08,-10.54,0
7079,-12.19,-10.1,0
7080,11.44,6.03,0
7081,6.91,4.44,0
7082,-7.97,7.64,0
7083,-7.87,3.58,1
7084,6.27,10.21,1
7085,-1.44,-0.94,1
7086,-4.67,4.97,0
7087,-0.52,-4.86,0
7088,-7.71,-17.87,1
7089,-9.62,11.94,1
7090,-2.66,1.56,0
7091,-9.53,4.81,0
7092,9.43,-13.54,1
7093,0.83,1.53,1
7094,-15.03,4.76,1
7095,-5.23,-3.37,1
7096,-2.46,-1.77,1
7097,-3.14,2.15,0
7098,-7.21,-0.48,1
7099,4.34,-8.0,1
7100,-3.6,-15.62,0
7101,2.82,22.05,1
7102,-13.42,4.0,1
7103,-11.86,8.91,1
7104,9.78,15.71,1
7105,-4.71,-2.09,1
7106,-8.25,-8.89,1
7107,-10.31,-1.85,0
7108,-2.67,-5.8,0
7109,-3.29,2.04,0
7110,-8.55,10.71,1
7111,1.99,7.85,0
7112,-5.85,13.78,1
7113,-5.79,1.35,0
7114,-1.82,-2.42,1
7115,-2.87,1.4,0
7116,12.7,-0.81,0
7117,-19.82,3.64,0
7118,-1.31,9.35,0
7119,-4.05,0.25,0
7120,3.52,16.06,0
7121,-3.15,1.33,0
7122,-4.95,7.54,1
7123,6.76,-9.89,0
7124,-4.58,-2.46,1
7125,-11.0,17.6,0
7126,8.45,6.85,1
7127,-1.26,-9.25,1
7128,-12.75,-8.02,0
7129,-0.17,0.63,1
7130,0.93,4.14,1
7131,-7.47,1.5,1
7132,-3.08,2.23,0
7133,-3.93,2.99,0
7134,-11.32,-0.86,0
7135,3.73,4.44,0
7136,3.79,12.0,1
7137,-1.35,4.55,1
7138,-3.18,5.81,1
7139,-2.03,2.25,0
7140,-2.84,2.23,0
7141,-2.66,14.7,1
7142,-22.6,-1.74,1
7143,-15.9,-13.93,1
7144,-2.57,1.67,0
7145,-8.4,-10.09,1
7146,12.63,-2.68,0
7147,-5.67,-0.26,1
7148,-2.61,-5.25,0
7149,-3.93,2.64,0
7150,1.39,4.62,1
7151,-7.36,2.23,1
7152,-2.34,1.88,0
7153,-20.29,8.01,1
7154,-7.78,-4.65,0
7155,6.69,-15.55,1
7156,0.11,4.59,1
7157,-2.43,2.01,0
7158,-7.4,5.32,1
7159,-2.82,2.36,0
7160,-4.22,22.88,1
7161,12.9,14.09,1
7162,-5.09,-1.46,1
7163,17.11,0.5,1
7164,-3.35,1.5,0
7165,17.07,-5.1,1
7166,-5.96,10.65,0
7167,5.36,10.72,1
7168,0.69,-0.34,1
7169,-1.48,-3.79,0
7170,-3.46,13.07,1
7171,-1.18,11.25,1
7172,-1.98,2.88,0
7173,9.89,-11.6,1
7174,-8.33,2.19,1
7175,-1.94,1.17,0
7176,2.05,1.7,1
7177,6.28,13.41,0
7178,9.13,5.81,1
7179,-14.28,0.52,1
7180,-3.11,2.55,0
7181,-3.8,2.39,0
7182,-2.97,2.53,0
7183,-0.02,13.83,1
7184,-12.75,13.09,0
7185,-2.06,15.51,1
7186,0.03,0.32,1
7187,-0.01,0.1,1
7188,-3.29,2.27,0
7189,-7.97,1.92,1
7190,-2.97,-15.03,0
7191,5.11,10.32,1
7192,-2.54,11.58,0
7193,-6.11,1.32,1
7194,-10.33,5.95,0
7195,-6.01,14.26,1
7196,-4.39,8.76,0
7197,-23.11,-0.37,1
7198,-2.62,0.95,0
7199,-9.66,3.55,1
7200,11.38,15.5,1
7201,-20.37,-9.6,1
7202,0.24,1.06,1
7203,3.56,20.74,1
7204,-4.11,2.36,0
7205,-2.75,1.32,0
7206,-19.47,-2.55,0
7207,-7.68,0.74,1
7208,-20.93,12.11,1
7209,-3.32,2.27,0
7210,-3.27,1.51,0
7211,3.18,12.39,1
7212,11.85,-11.57,1
7213,-6.45,0.49,1
7214,-11.67,11.6,1
7215,-6.33,-2.32,1
7216,-1.14,0.38,0
7217,-8.28,2.54,1
7218,-0.68,-6.39,0
7219,-2.51,1.85,0
7220,-2.75,-9.68,1
7221,-3.24,5.81,1
7222,-7.1,1.22,1
7223,-1.9,2.76,0
7224,-18.23,4.97,0
7225,-3.81,2.24,0
7226,-12.06,-8.54,1
7227,-3.62,1.55,0
7228,7.44,-1.07,1
7229,-2.92,2.32,0
7230,-3.82,2.47,0
7231,-1.23,5.32,1
7232,7.17,-1.68,1
7233,7.85,-0.89,1
7234,-4.21,10.2,0
7235,12.06,-0.49,0
7236,-4.03,5.04,0
7237,-2.24,4.0,0
7238,-3.37,1.23,0
7239,-12.22,7.85,1
7240,-2.62,5.59,1
7241,-10.26,3.9,0
7242,1.13,-8.95,1
7243,-3.73,-3.63,1
7244,-2.32,2.94,0
7245,-0.98,-5.46,0
7246,-3.97,0.86,0
7247,-7.68,18.11,0
7248,-3.24,7.15,1
7249,-3.21,2.46,0
7250,-6.42,-0.39,1
7251,2.65,-2.07,0
7252,-3.26,1.46,0
7253,2.79,-3.09,0
7254,-3.15,2.25,0
7255,-15.75,-9.11,0
7256,-0.53,-1.86,1
7257,-2.68,1.59,0
7258,-6.83,2.52,1
7259,13.2,7.18,0
7260,-0.44,4.72,1
7261,15.0,-6.06,1
7262,2.53,-12.68,0
7263,-5.26,-2.6,1
7264,6.0,-3.81,1
7265,-3.48,-7.62,0
7266,-3.2,2.27,0
7267,-10.51,1.04,0
7268,-14.93,-1.22,1
7269,-7.65,2.71,1
7270,7.65,-2.76,1
7271,-15.14,7.79,1
7272,8.02,5.46,1
7273,8.46,6.92,1
7274,4.39,6.51,0
7275,-3.1,3.27,0
7276,-2.1,7.62,0
7277,-3.88,0.93,0
7278,-3.17,1.87,0
7279,-5.05,1.2,0
7280,-3.75,1.5,0
7281,12.52,-9.76,1
7282,-3.14,1.65,0
7283,-21.31,-3.13,1
7284,17.91,1.27,1
7285,2.05,0.91,1
7286,0.92,-7.05,1
7287,-3.25,1.93,0
7288,4.56,5.37,0
7289,4.4,11.62,1
7290,-6.97,4.34,1
7291,-3.44,2.24,0
7292,-3.59,2.01,0
7293,-3.48,3.18,0
7294,-3.57,2.16,0
7295,-8.76,17.52,0
7296,0.1,-4.24,0
7297,-5.2,-9.61,1
7298,-2.57,1.55,0
7299,-3.74,2.69,0
7300,-3.01,18.3,0
7301,-3.22,1.88,0
7302,-4.03,1.63,0
7303,-9.84,6.42,0
7304,-20.82,15.31,1
7305,-2.77,1.76,0
7306,-3.21,2.21,0
7307,-1.45,1.34,0
7308,-1.48,4.14,1
7309,-6.96,12.49,1
7310,-3.74,1.1,0
7311,-2.36,3.89,0
7312,-1.72,-6.64,0
7313,-1.52,5.86,1
7314,-16.55,16.57,1
7315,8.21,-0.15,1
7316,-6.21,-7.68,1
7317,-2.79,2.77,0
7318,0.52,2.5,1
7319,-5.73,8.82,0
7320,1.03,-14.53,0
7321,-0.4,4.69,1
7322,1.02,8.49,0
7323,-2.83,-0.21,0
7324,-16.72,-12.62,1
7325,-3.11,0.74,0
7326,-2.27,-0.97,1
7327,-2.83,2.2,0
7328,-2.34,5.2,1
7329,-7.98,5.5,1
7330,-3.55,1.9,0
7331,-13.19,12.8,0
7332,-9.3,7.4,0
7333,0.51,18.76,0
7334,0.7,5.79,1
7335,11.02,-4.07,0
7336,-5.63,-0.85,1
7337,-2.79,2.37,0
7338,-12.74,8.41,1
7339,-3.5,-2.7,1
7340,10.19,10.44,0
7341,-1.26,4.63,1
7342,10.82,-2.15,0
7343,-6.53,-14.77,0
7344,0.39,4.83,1
7345,-2.3,5.44,1
7346,-15.2,-12.19,1
7347,-12.37,6.98,1
7348,2.81,7.67,0
7349,-4.37,13.76,1
7350,-4.47,6.28,1
7351,-0.82,5.36,1
7352,0.21,-2.73,0
7353,-7.23,6.64,0
7354,1.17,7.42,0
7355,-6.34,6.57,1
7356,-6.52,9.71,0
7357,-2.69,5.83,1
7358,1.75,-16.21,1
7359,-2.81,2.67,0
7360,-1.95,-9.67,1
7361,-5.04,4.93,1
7362,13.89,2.53,0
7363,-3.1,2.16,0
7364,2.56,-8.33,1
7365,-3.32,2.05,0
7366,-0.52,-1.81,1
7367,1.55,-9.87,1
7368,9.49,-1.98,1
7369,-6.22,-0.83,1
7370,-13.28,0.12,1
7371,-3.61,1.48,0
7372,-12.48,11.09,1
7373,-2.97,1.95,0
7374,-12.15,1.55,0
7375,-3.21,1.88,0
7376,-14.25,-15.94,1
7377,-3.48,2.23,0
7378,12.32,-0.02,0
7379,13.56,-1.59,0
7380,4.7,21.7,1
7381,-2.51,3.58,0
7382,-14.19,-10.66,0
7383,-13.96,5.69,1
7384,-7.3,8.91,0
7385,-10.63,-5.85,1
7386,-13.64,6.79,1
7387,-10.61,-6.29,1
7388,11.77,1.31,0
7389,-3.26,2.18,0
7390,-5.06,5.25,1
7391,-3.15,2.5,0
7392,-14.41,-1.83,1
7393,-2.83,3.01,0
7394,-22.35,5.96,1
7395,-3.14,1.25,0
7396,-3.3,1.61,0
7397,-3.73,2.13,0
7398,-12.48,9.89,1
7399,-14.55,-6.94,0
7400,3.41,16.23,0
7401,-8.57,7.06,0
7402,10.08,0.9,1
7403,-13.08,9.21,1
7404,-8.5,19.17,1
7405,-3.26,2.03,0
7406,13.76,-9.76,1
7407,-3.03,2.22,0
7408,-8.59,-1.21,1
7409,-0.76,-4.41,0
7410,-2.4,-17.31,1
7411,-3.27,0.56,0
7412,-3.1,2.49,0
7413,8.57,-6.35,1
7414,11.43,-4.92,0
7415,-0.25,0.59,1
7416,10.3,18.69,1
7417,-4.11,2.49,0
7418,2.55,-1.81,0
7419,-3.23,1.69,0
7420,-3.4,2.61,0
7421,-2.59,2.54,0
7422,5.58,-14.75,1
7423,-9.73,-13.53,0
7424,-0.86,6.79,1
7425,-1.9,5.43,1
7426,-3.7,2.83,0
7427,-12.64,-10.19,0
7428,11.43,-5.33,0
7429,-3.59,2.93,0
7430,2.02,11.89,1
7431,-4.16,1.83,0
7432,-0.6,-2.12,1
7433,-1.62,6.99,1
7434,-6.72,3.0,1
7435,-2.5,2.3,0
7436,-2.11,1.61,0
7437,1.53,4.38,1
7438,-7.45,0.8,1
7439,6.94,13.71,0
7440,-7.49,-2.33,0
7441,-3.4,2.17,0
7442,-6.2,-4.73,1
7443,1.9,-6.37,0
7444,-2.02,2.29,0
7445,-3.26,2.22,0
7446,-3.93,0.89,0
7447,-7.4,-5.84,1
7448,-4.3,2.25,0
7449,-18.41,-9.63,1
7450,-1.99,0.59,0
7451,-6.91,5.83,1
7452,-0.06,0.53,1
7453,-8.42,5.1,0
7454,-4.65,-4.64,0
7455,-5.65,-0.36,1
7456,-9.63,-16.5,1
7457,-8.51,-3.5,0
7458,-2.88,-0.28,1
7459,-4.07,10.8,0
7460,-4.06,1.7,0
7461,5.98,-4.41,1
7462,7.54,6.98,1
7463,4.91,-10.83,0
7464,5.99,1.19,0
7465,-3.58,11.35,0
7466,-3.77,1.65,0
7467,-7.05,-2.58,0
7468,-2.05,-1.64,1
7469,-2.62,2.72,0
7470,-3.2,2.23,0
7471,-11.56,8.98,1
7472,-3.46,1.17,0
7473,-7.2,3.33,1
7474,-2.85,2.32,0
7475,2.19,16.24,0
7476,-13.91,-9.97,0
7477,-18.3,2.81,1
7478,-2.6,2.87,0
7479,5.42,-0.68,0
7480,-7.13,5.98,1
7481,3.91,0.26,0
7482,-4.47,2.51,0
7483,-3.68,2.62,0
7484,-1.5,1.3,0
7485,-2.75,2.31,0
7486,-7.09,-1.76,1
7487,-3.73,3.5,0
7488,8.51,-13.48,1
7489,-3.65,2.22,0
7490,-3.54,-1.9,1
7491,-2.76,14.59,1
7492,-3.95,3.25,0
7493,-2.46,-4.44,0
7494,4.59,2.84,0
7495,-3.29,1.45,0
7496,-4.33,0.74,1
7497,-12.84,1.88,0
7498,7.28,-1.47,1
7499,-5.28,4.56,1
7500,-3.73,5.57,1
7501,-10.64,-1.53,0
7502,-3.19,2.19,0
7503,-2.84,1.67,0
7504,-3.1,3.46,0
7505,-11.51,-0.98,0
7506,-8.06,8.41,0
7507,-1.59,2.83,1
7508,-6.26,4.03,1
7509,9.6,-2.08,1
7510,-2.26,1.17,0
7511,1.58,2.87,1
7512,-7.18,-6.39,0
7513,-13.42,-5.4,1
7514,-3.15,2.67,0
7515,-23.67,0.77,1
7516,-13.37,-1.34,1
7517,10.83,-2.86,0
7518,-9.41,-0.84,0
7519,-9.28,5.71,0
7520,-7.25,11.18,1
7521,-3.22,2.04,0
7522,0.72,14.82,1
7523,-2.91,1.83,0
7524,-7.6,-3.77,0
7525,-23.27,3.0,1
7526,4.84,3.67,0
7527,-2.87,0.99,0
7528,-5.2,1.85,0
7529,-1.58,17.32,0
7530,-6.23,-5.69,0
7531,-12.69,16.03,0
7532,-4.11,-0.7,1
7533,2.11,2.69,1
7534,-1.9,-5.61,0
7535,9.0,-12.72,1
7536,-14.23,2.84,1
7537,-9.66,-2.37,0
7538,-4.02,-2.34,1
7539,-0.65,2.02,1
7540,-16.55,9.33,0
7541,-3.21,-4.36,0
7542,-15.93,4.88,1
7543,-1.65,-1.4,1
7544,-0.18,8.55,0
7545,-1.54,0.39,1
7546,3.78,3.35,0
7547,-16.82,-9.46,0
7548,0.72,-2.3,0
7549,-13.55,-1.56,1
7550,10.53,12.62,0
7551,-14.29,5.09,1
7552,-3.81,3.78,0
7553,-10.04,0.89,0
7554,-2.97,2.13,0
7555,-7.17,-0.48,1
7556,-3.18,-2.26,1
7557,-6.52,4.94,1
7558,-6.69,4.66,1
7559,-2.01,11.61,0
7560,-2.98,1.95,0
7561,-4.92,20.91,1
7562,-11.08,-2.75,0
7563,2.77,-0.83,0
7564,-7.69,4.9,1
7565,-15.03,8.36,1
7566,3.54,9.09,0
7567,3.64,-1.98,0
7568,-3.01,3.15,0
7569,-22.75,-7.99,1
7570,-4.39,-7.66,0
7571,-0.21,4.37,1
7572,-3.19,2.19,0
7573,-3.24,2.75,0
7574,-4.49,1.83,0
7575,-3.19,2.23,0
7576,-0.53,4.68,1
7577,-8.83,-4.2,0
7578,10.58,-3.52,1
7579,-6.47,-3.94,0
7580,-12.28,8.28,1
7581,11.04,10.7,0
7582,-3.2,2.28,0
7583,-6.21,-8.09,1
7584,-10.14,-2.81,0
7585,-3.71,-5.99,0
7586,-3.15,2.51,0
7587,9.15,-14.49,1
7588,-3.14,2.31,0
7589,-8.87,-0.45,0
7590,13.76,6.36,0
7591,13.5,12.73,1
7592,-12.98,-17.41,1
7593,9.2,6.68,1
7594,-1.84,-4.01,0
7595,-3.06,2.01,0
7596,-16.57,11.36,0
7597,-4.68,2.44,0
7598,1.13,4.84,1
7599,-9.02,-8.82,1
7600,-3.41,2.19,0
7601,-6.45,0.29,1
7602,-6.2,13.79,1
7603,-3.05,2.39,0
7604,1.76,3.25,1
7605,-11.84,10.44,1
7606,3.21,3.55,0
7607,-3.98,5.0,1
7608,-3.81,2.27,0
7609,1.43,9.91,0
7610,6.64,11.14,1
7611,-3.73,2.44,0
7612,-10.78,-1.83,0
7613,-3.25,2.75,0
7614,-7.49,-9.29,1
7615,-3.22,2.15,0
7616,0.42,1.17,1
7617,-2.93,1.78,0
7618,9.22,1.9,1
7619,-1.43,9.41,0
7620,-10.28,5.98,0
7621,-4.15,2.47,0
7622,-6.35,-0.53,1
7623,-12.17,7.85,1
7624,4.12,-3.55,0
7625,0.35,9.24,0
7626,7.02,8.96,1
7627,-11.66,5.99,0
7628,-15.97,1.65,1
7629,-0.3,0.16,1
7630,-18.69,6.24,0
7631,12.16,-3.22,0
7632,14.05,-4.89,1
7633,-3.86,11.01,0
7634,3.3,18.68,1
7635,-7.59,7.89,0
7636,1.02,8.76,0
7637,-7.37,1.46,1
7638,-1.76,13.99,1
7639,-11.14,15.13,0
7640,-10.19,7.89,0
7641,-15.47,0.08,1
7642,-14.92,4.12,1
7643,0.9,-7.28,1
7644,16.44,-2.62,1
7645,-4.04,3.58,1
7646,5.89,19.93,1
7647,-6.13,-6.05,0
7648,-9.99,4.73,0
7649,-3.74,2.58,0
7650,-2.33,1.76,0
7651,12.48,-10.48,1
7652,-3.3,2.87,0
7653,12.31,-1.31,0
7654,2.48,13.82,1
7655,-19.9,15.96,1
7656,-2.6,1.96,0
